age,ratio
483.438,0.7037
483.437,0.7037
483.436,0.7037
483.435,0.7037
483.434,0.7037
483.433,0.7037
483.432,0.7037
483.431,0.7037
483.43,0.7037
483.429,0.7037
483.428,0.7037
483.427,0.7037
483.426,0.7037
483.425,0.7037
483.424,0.7037
483.423,0.7037
483.422,0.7037
483.421,0.7037
483.42,0.7037
483.419,0.7037
483.418,0.7037
483.417,0.7037
483.416,0.7037
483.415,0.7037
483.414,0.7037
483.413,0.7037
483.412,0.7037
483.411,0.7037
483.41,0.7037
483.409,0.7037
483.408,0.7037
483.407,0.7037
483.406,0.7037
483.405,0.7037
483.404,0.7037
483.403,0.7037
483.402,0.7037
483.401,0.7037
483.4,0.7037
483.399,0.7037
483.398,0.7037
483.397,0.7037
483.396,0.7037
483.395,0.7037
483.394,0.7037
483.393,0.7037
483.392,0.7037
483.391,0.7037
483.39,0.7037
483.389,0.7037
483.388,0.7037
483.387,0.7037
483.386,0.7037
483.385,0.7037
483.384,0.7037
483.383,0.7037
483.382,0.7037
483.381,0.7037
483.38,0.7037
483.379,0.7037
483.378,0.7037
483.377,0.7037
483.376,0.7037
483.375,0.7037
483.374,0.7037
483.373,0.7037
483.372,0.7037
483.371,0.7037
483.37,0.7037
483.369,0.7037
483.368,0.7037
483.367,0.7037
483.366,0.7037
483.365,0.7037
483.364,0.7037
483.363,0.7037
483.362,0.7037
483.361,0.7037
483.36,0.7037
483.359,0.7037
483.358,0.7037
483.357,0.7037
483.356,0.7037
483.355,0.7037
483.354,0.7037
483.353,0.7037
483.352,0.7037
483.351,0.7037
483.35,0.7037
483.349,0.7037
483.348,0.7037
483.347,0.7037
483.346,0.7037
483.345,0.7037
483.344,0.7037
483.343,0.7037
483.342,0.7037
483.341,0.7037
483.34,0.7037
483.339,0.7037
483.338,0.7037
483.337,0.7037
483.336,0.7037
483.335,0.7037
483.334,0.7037
483.333,0.7037
483.332,0.7037
483.331,0.7037
483.33,0.7037
483.329,0.7037
483.328,0.7037
483.327,0.7037
483.326,0.7037
483.325,0.7037
483.324,0.7037
483.323,0.7037
483.322,0.7037
483.321,0.7037
483.32,0.7037
483.319,0.7037
483.318,0.7037
483.317,0.7037
483.316,0.7037
483.315,0.7037
483.314,0.7037
483.313,0.7037
483.312,0.7037
483.311,0.7037
483.31,0.7037
483.309,0.7037
483.308,0.7037
483.307,0.7037
483.306,0.7037
483.305,0.7037
483.304,0.7037
483.303,0.7037
483.302,0.7037
483.301,0.7037
483.3,0.7037
483.299,0.7037
483.298,0.7037
483.297,0.7037
483.296,0.7037
483.295,0.7037
483.294,0.7037
483.293,0.7037
483.292,0.7037
483.291,0.7037
483.29,0.7037
483.289,0.7037
483.288,0.7037
483.287,0.7037
483.286,0.7037
483.285,0.7037
483.284,0.7037
483.283,0.7037
483.282,0.7037
483.281,0.7037
483.28,0.7037
483.279,0.7037
483.278,0.7037
483.277,0.7037
483.276,0.7037
483.275,0.7037
483.274,0.7037
483.273,0.7037
483.272,0.7037
483.271,0.7037
483.27,0.7037
483.269,0.7037
483.268,0.7037
483.267,0.7037
483.266,0.7037
483.265,0.7037
483.264,0.7037
483.263,0.7037
483.262,0.7037
483.261,0.7037
483.26,0.7037
483.259,0.7037
483.258,0.7037
483.257,0.7037
483.256,0.7037
483.255,0.7037
483.254,0.7037
483.253,0.7037
483.252,0.7037
483.251,0.7037
483.25,0.7037
483.249,0.7037
483.248,0.7037
483.247,0.7037
483.246,0.7037
483.245,0.7037
483.244,0.7037
483.243,0.7037
483.242,0.7037
483.241,0.7037
483.24,0.7037
483.239,0.7037
483.238,0.7037
483.237,0.7037
483.236,0.7037
483.235,0.7037
483.234,0.7037
483.233,0.7037
483.232,0.7037
483.231,0.7037
483.23,0.7037
483.229,0.7037
483.228,0.7037
483.227,0.7037
483.226,0.7037
483.225,0.7037
483.224,0.7037
483.223,0.7037
483.222,0.7037
483.221,0.7037
483.22,0.7037
483.219,0.7037
483.218,0.7037
483.217,0.7037
483.216,0.7037
483.215,0.7037
483.214,0.7037
483.213,0.7037
483.212,0.7037
483.211,0.7037
483.21,0.7037
483.209,0.7037
483.208,0.7037
483.207,0.7037
483.206,0.7037
483.205,0.7037
483.204,0.7037
483.203,0.7037
483.202,0.7037
483.201,0.7037
483.2,0.7037
483.199,0.7037
483.198,0.7037
483.197,0.7037
483.196,0.7037
483.195,0.7037
483.194,0.7037
483.193,0.7037
483.192,0.7037
483.191,0.7037
483.19,0.7037
483.189,0.7037
483.188,0.7037
483.187,0.7037
483.186,0.7037
483.185,0.7037
483.184,0.7037
483.183,0.7037
483.182,0.7037
483.181,0.7037
483.18,0.7037
483.179,0.7037
483.178,0.7037
483.177,0.7037
483.176,0.7037
483.175,0.7037
483.174,0.7037
483.173,0.7037
483.172,0.7037
483.171,0.7037
483.17,0.7037
483.169,0.7037
483.168,0.7037
483.167,0.7037
483.166,0.7037
483.165,0.7037
483.164,0.7037
483.163,0.7037
483.162,0.7037
483.161,0.7037
483.16,0.7037
483.159,0.7037
483.158,0.7037
483.157,0.7037
483.156,0.7037
483.155,0.7037
483.154,0.7037
483.153,0.7037
483.152,0.7037
483.151,0.7037
483.15,0.7037
483.149,0.7037
483.148,0.7037
483.147,0.7037
483.146,0.7037
483.145,0.7037
483.144,0.7037
483.143,0.7037
483.142,0.7037
483.141,0.7037
483.14,0.7037
483.139,0.7037
483.138,0.7037
483.137,0.7037
483.136,0.7037
483.135,0.7037
483.134,0.7037
483.133,0.7037
483.132,0.7037
483.131,0.7037
483.13,0.7037
483.129,0.7037
483.128,0.7037
483.127,0.7037
483.126,0.7037
483.125,0.7037
483.124,0.7037
483.123,0.7037
483.122,0.7037
483.121,0.7037
483.12,0.7037
483.119,0.7037
483.118,0.7037
483.117,0.7037
483.116,0.7037
483.115,0.7037
483.114,0.7037
483.113,0.7037
483.112,0.7037
483.111,0.7037
483.11,0.7037
483.109,0.7037
483.108,0.7037
483.107,0.7037
483.106,0.7037
483.105,0.7037
483.104,0.7037
483.103,0.7037
483.102,0.7037
483.101,0.7037
483.1,0.7037
483.099,0.7037
483.098,0.7037
483.097,0.7037
483.096,0.7037
483.095,0.7037
483.094,0.7037
483.093,0.7037
483.092,0.7037
483.091,0.7037
483.09,0.7037
483.089,0.7037
483.088,0.7037
483.087,0.7037
483.086,0.7037
483.085,0.7037
483.084,0.7037
483.083,0.7037
483.082,0.7037
483.081,0.7037
483.08,0.7037
483.079,0.7037
483.078,0.7037
483.077,0.7037
483.076,0.7037
483.075,0.7037
483.074,0.7037
483.073,0.7037
483.072,0.7037
483.071,0.7037
483.07,0.7037
483.069,0.7037
483.068,0.7037
483.067,0.7037
483.066,0.7037
483.065,0.7037
483.064,0.7037
483.063,0.7037
483.062,0.7037
483.061,0.7037
483.06,0.7037
483.059,0.7037
483.058,0.7037
483.057,0.7037
483.056,0.7037
483.055,0.7037
483.054,0.7037
483.053,0.7037
483.052,0.7037
483.051,0.7037
483.05,0.7037
483.049,0.7037
483.048,0.7037
483.047,0.7037
483.046,0.7037
483.045,0.7037
483.044,0.7037
483.043,0.7037
483.042,0.7037
483.041,0.7037
483.04,0.7037
483.039,0.7037
483.038,0.7037
483.037,0.7037
483.036,0.7037
483.035,0.7037
483.034,0.7037
483.033,0.7037
483.032,0.7037
483.031,0.7037
483.03,0.7037
483.029,0.7037
483.028,0.7037
483.027,0.7037
483.026,0.7037
483.025,0.7037
483.024,0.7037
483.023,0.7037
483.022,0.7037
483.021,0.7037
483.02,0.7037
483.019,0.7037
483.018,0.7037
483.017,0.7037
483.016,0.7037
483.015,0.7037
483.014,0.7037
483.013,0.7037
483.012,0.7037
483.011,0.7037
483.01,0.7037
483.009,0.7037
483.008,0.7037
483.007,0.7037
483.006,0.7037
483.005,0.7037
483.004,0.7037
483.003,0.7037
483.002,0.7037
483.001,0.7037
483,0.7037
482.999,0.7037
482.998,0.7037
482.997,0.7037
482.996,0.7037
482.995,0.7037
482.994,0.7037
482.993,0.7037
482.992,0.7037
482.991,0.7037
482.99,0.7037
482.989,0.7037
482.988,0.7037
482.987,0.7037
482.986,0.7037
482.985,0.7037
482.984,0.7037
482.983,0.7037
482.982,0.7037
482.981,0.7037
482.98,0.7037
482.979,0.7037
482.978,0.7037
482.977,0.7037
482.976,0.7037
482.975,0.7037
482.974,0.7037
482.973,0.7037
482.972,0.7037
482.971,0.7037
482.97,0.7037
482.969,0.7037
482.968,0.7037
482.967,0.7037
482.966,0.7037
482.965,0.7037
482.964,0.7037
482.963,0.7037
482.962,0.7037
482.961,0.7037
482.96,0.7037
482.959,0.7037
482.958,0.7037
482.957,0.7037
482.956,0.7037
482.955,0.7037
482.954,0.7037
482.953,0.7037
482.952,0.7037
482.951,0.7037
482.95,0.7037
482.949,0.7037
482.948,0.7037
482.947,0.7037
482.946,0.7037
482.945,0.7037
482.944,0.7037
482.943,0.7037
482.942,0.7037
482.941,0.7037
482.94,0.7037
482.939,0.7037
482.938,0.7037
482.937,0.7037
482.936,0.7037
482.935,0.7037
482.934,0.7037
482.933,0.7037
482.932,0.7037
482.931,0.7037
482.93,0.7037
482.929,0.7037
482.928,0.7037
482.927,0.7037
482.926,0.7037
482.925,0.7037
482.924,0.7037
482.923,0.7037
482.922,0.7037
482.921,0.7037
482.92,0.7037
482.919,0.7037
482.918,0.7037
482.917,0.7037
482.916,0.7037
482.915,0.7037
482.914,0.7037
482.913,0.7037
482.912,0.7037
482.911,0.7037
482.91,0.7037
482.909,0.7037
482.908,0.7037
482.907,0.7037
482.906,0.7037
482.905,0.7037
482.904,0.7037
482.903,0.7037
482.902,0.7037
482.901,0.7037
482.9,0.7037
482.899,0.7037
482.898,0.7037
482.897,0.7037
482.896,0.7037
482.895,0.7037
482.894,0.7037
482.893,0.7037
482.892,0.7037
482.891,0.7037
482.89,0.7037
482.889,0.7037
482.888,0.7037
482.887,0.7037
482.886,0.7037
482.885,0.7037
482.884,0.7037
482.883,0.7037
482.882,0.7037
482.881,0.7037
482.88,0.7037
482.879,0.7037
482.878,0.7037
482.877,0.7037
482.876,0.7037
482.875,0.7037
482.874,0.7037
482.873,0.7037
482.872,0.7037
482.871,0.7037
482.87,0.7037
482.869,0.7037
482.868,0.7037
482.867,0.7037
482.866,0.7037
482.865,0.7037
482.864,0.7037
482.863,0.7037
482.862,0.7037
482.861,0.7037
482.86,0.7037
482.859,0.7037
482.858,0.7037
482.857,0.7037
482.856,0.7037
482.855,0.7037
482.854,0.7037
482.853,0.7037
482.852,0.7037
482.851,0.7037
482.85,0.7037
482.849,0.7037
482.848,0.7037
482.847,0.7037
482.846,0.7037
482.845,0.7037
482.844,0.7037
482.843,0.7037
482.842,0.7037
482.841,0.7037
482.84,0.7037
482.839,0.7037
482.838,0.7037
482.837,0.7037
482.836,0.7037
482.835,0.7037
482.834,0.7037
482.833,0.7037
482.832,0.7037
482.831,0.7037
482.83,0.7037
482.829,0.7037
482.828,0.7037
482.827,0.7037
482.826,0.7037
482.825,0.7037
482.824,0.7037
482.823,0.7037
482.822,0.7037
482.821,0.7037
482.82,0.7037
482.819,0.7037
482.818,0.7037
482.817,0.7037
482.816,0.7037
482.815,0.7037
482.814,0.7037
482.813,0.7037
482.812,0.7037
482.811,0.7037
482.81,0.7037
482.809,0.7037
482.808,0.7037
482.807,0.7037
482.806,0.7037
482.805,0.7037
482.804,0.7037
482.803,0.7037
482.802,0.7037
482.801,0.7037
482.8,0.7037
482.799,0.7037
482.798,0.7037
482.797,0.7037
482.796,0.7037
482.795,0.7037
482.794,0.7037
482.793,0.7037
482.792,0.7037
482.791,0.7037
482.79,0.7037
482.789,0.7037
482.788,0.7037
482.787,0.7037
482.786,0.7037
482.785,0.7037
482.784,0.7037
482.783,0.7037
482.782,0.7037
482.781,0.7037
482.78,0.7037
482.779,0.7037
482.778,0.7037
482.777,0.7037
482.776,0.7037
482.775,0.7037
482.774,0.7037
482.773,0.7037
482.772,0.7037
482.771,0.7037
482.77,0.7037
482.769,0.7037
482.768,0.7037
482.767,0.7037
482.766,0.7037
482.765,0.7037
482.764,0.7037
482.763,0.7037
482.762,0.7037
482.761,0.7037
482.76,0.7037
482.759,0.7037
482.758,0.7037
482.757,0.7037
482.756,0.7037
482.755,0.7037
482.754,0.7037
482.753,0.7037
482.752,0.7037
482.751,0.7037
482.75,0.7037
482.749,0.7037
482.748,0.7037
482.747,0.7037
482.746,0.7037
482.745,0.7037
482.744,0.7037
482.743,0.7037
482.742,0.7037
482.741,0.7037
482.74,0.7037
482.739,0.7037
482.738,0.7037
482.737,0.7037
482.736,0.7037
482.735,0.7037
482.734,0.7037
482.733,0.7037
482.732,0.7037
482.731,0.7037
482.73,0.7037
482.729,0.7037
482.728,0.7037
482.727,0.7037
482.726,0.7037
482.725,0.7037
482.724,0.7037
482.723,0.7037
482.722,0.7037
482.721,0.7037
482.72,0.7037
482.719,0.7037
482.718,0.7037
482.717,0.7037
482.716,0.7037
482.715,0.7037
482.714,0.7037
482.713,0.7037
482.712,0.7037
482.711,0.7037
482.71,0.7037
482.709,0.7037
482.708,0.7037
482.707,0.7037
482.706,0.7037
482.705,0.7037
482.704,0.7037
482.703,0.7037
482.702,0.7037
482.701,0.7037
482.7,0.7037
482.699,0.7037
482.698,0.7037
482.697,0.7037
482.696,0.7037
482.695,0.7037
482.694,0.7037
482.693,0.7037
482.692,0.7037
482.691,0.7037
482.69,0.7037
482.689,0.7037
482.688,0.7037
482.687,0.7037
482.686,0.7037
482.685,0.7037
482.684,0.7037
482.683,0.7037
482.682,0.7037
482.681,0.7037
482.68,0.7037
482.679,0.7037
482.678,0.7037
482.677,0.7037
482.676,0.7037
482.675,0.7037
482.674,0.7037
482.673,0.7037
482.672,0.7037
482.671,0.7037
482.67,0.7037
482.669,0.7037
482.668,0.7037
482.667,0.7037
482.666,0.7037
482.665,0.7037
482.664,0.7037
482.663,0.7037
482.662,0.7037
482.661,0.7037
482.66,0.7037
482.659,0.7037
482.658,0.7037
482.657,0.7037
482.656,0.7037
482.655,0.7037
482.654,0.7037
482.653,0.7037
482.652,0.7037
482.651,0.7037
482.65,0.7037
482.649,0.7037
482.648,0.7037
482.647,0.7037
482.646,0.7037
482.645,0.7037
482.644,0.7037
482.643,0.7037
482.642,0.7037
482.641,0.7037
482.64,0.7037
482.639,0.7037
482.638,0.7037
482.637,0.7037
482.636,0.7037
482.635,0.7037
482.634,0.7037
482.633,0.7037
482.632,0.7037
482.631,0.7037
482.63,0.7037
482.629,0.7037
482.628,0.7037
482.627,0.7037
482.626,0.7037
482.625,0.7037
482.624,0.7037
482.623,0.7037
482.622,0.7037
482.621,0.7037
482.62,0.7037
482.619,0.7037
482.618,0.7037
482.617,0.7037
482.616,0.7037
482.615,0.7037
482.614,0.7037
482.613,0.7037
482.612,0.7037
482.611,0.7037
482.61,0.7037
482.609,0.7037
482.608,0.7037
482.607,0.7037
482.606,0.7037
482.605,0.7037
482.604,0.7037
482.603,0.7037
482.602,0.7037
482.601,0.7037
482.6,0.7037
482.599,0.7037
482.598,0.7037
482.597,0.7037
482.596,0.7037
482.595,0.7037
482.594,0.7037
482.593,0.7037
482.592,0.7037
482.591,0.7037
482.59,0.7037
482.589,0.7037
482.588,0.7037
482.587,0.7037
482.586,0.7037
482.585,0.7037
482.584,0.7037
482.583,0.7037
482.582,0.7037
482.581,0.7037
482.58,0.7037
482.579,0.7037
482.578,0.7037
482.577,0.7037
482.576,0.7037
482.575,0.7037
482.574,0.7037
482.573,0.7037
482.572,0.7037
482.571,0.7037
482.57,0.7037
482.569,0.7037
482.568,0.7037
482.567,0.7037
482.566,0.7037
482.565,0.7037
482.564,0.7037
482.563,0.7037
482.562,0.7037
482.561,0.7037
482.56,0.7037
482.559,0.7037
482.558,0.7037
482.557,0.7037
482.556,0.7037
482.555,0.7037
482.554,0.7037
482.553,0.7037
482.552,0.7037
482.551,0.7037
482.55,0.7037
482.549,0.7037
482.548,0.7037
482.547,0.7037
482.546,0.7037
482.545,0.7037
482.544,0.7037
482.543,0.7037
482.542,0.7037
482.541,0.7037
482.54,0.7037
482.539,0.7037
482.538,0.7037
482.537,0.7037
482.536,0.7037
482.535,0.7037
482.534,0.7037
482.533,0.7037
482.532,0.7037
482.531,0.7037
482.53,0.7037
482.529,0.7037
482.528,0.7037
482.527,0.7037
482.526,0.7037
482.525,0.7037
482.524,0.7037
482.523,0.7037
482.522,0.7037
482.521,0.7037
482.52,0.7037
482.519,0.7037
482.518,0.7037
482.517,0.7037
482.516,0.7037
482.515,0.7037
482.514,0.7037
482.513,0.7037
482.512,0.7037
482.511,0.7037
482.51,0.7037
482.509,0.7037
482.508,0.7037
482.507,0.7037
482.506,0.7037
482.505,0.7037
482.504,0.7037
482.503,0.7037
482.502,0.7037
482.501,0.7037
482.5,0.7037
482.499,0.7037
482.498,0.7037
482.497,0.7037
482.496,0.7037
482.495,0.7037
482.494,0.7037
482.493,0.7037
482.492,0.7037
482.491,0.7037
482.49,0.7037
482.489,0.7037
482.488,0.7037
482.487,0.7037
482.486,0.7037
482.485,0.7037
482.484,0.7037
482.483,0.7037
482.482,0.7037
482.481,0.7037
482.48,0.7037
482.479,0.7037
482.478,0.7037
482.477,0.7037
482.476,0.7037
482.475,0.7037
482.474,0.7037
482.473,0.7037
482.472,0.7037
482.471,0.7037
482.47,0.7037
482.469,0.7037
482.468,0.7037
482.467,0.7037
482.466,0.7037
482.465,0.7037
482.464,0.7037
482.463,0.7037
482.462,0.7037
482.461,0.7037
482.46,0.7037
482.459,0.7037
482.458,0.7037
482.457,0.7037
482.456,0.7037
482.455,0.7037
482.454,0.7037
482.453,0.7037
482.452,0.7037
482.451,0.7037
482.45,0.7037
482.449,0.7037
482.448,0.7037
