age,Rsw
487.0,0.7090717266726818
486.99955999559995,0.7090717266726818
486.9991199911999,0.7090717266681204
486.99867998679986,0.7090717266589982
486.9982399823998,0.7090717266453161
486.99779997799976,0.7090717266270751
486.9973599735997,0.7090717266042758
486.99691996919967,0.709071726576919
486.9964799647997,0.7090717265450055
486.9960399603996,0.7090717265085362
486.9955999559996,0.7090717264675119
486.99515995159953,0.7090717264219334
486.9947199471995,0.7090717263718015
486.99427994279944,0.7090717263171169
486.9938399383994,0.7090717262578805
486.99339993399934,0.7090717261940931
486.9929599295993,0.7090717261257554
486.99251992519925,0.7090717260528684
486.9920799207992,0.7090717259754328
486.99163991639915,0.7090717258934494
486.9911999119991,0.7090717258069189
486.99075990759906,0.7090717257158423
486.990319903199,0.7090717256202204
486.98987989879896,0.7090717255200538
486.98943989439897,0.7090717254153435
486.9889998899989,0.7090717253060901
486.9885598855989,0.7090717251922946
486.9881198811988,0.7090717250739577
486.9876798767988,0.7090717249510802
486.98723987239873,0.7090717248236629
486.9867998679987,0.7090717246917067
486.98635986359864,0.7090717245552123
486.9859198591986,0.7090717244141805
486.98547985479854,0.7090717242686122
486.9850398503985,0.709071724118508
486.98459984599845,0.709071723963869
486.9841598415984,0.7090717238046957
486.98371983719835,0.7090717236409891
486.9832798327983,0.70907172347275
486.9828398283983,0.7090717232999791
486.98239982399826,0.7090717231226773
486.9819598195982,0.7090717229408453
486.98151981519817,0.7090717227544839
486.9810798107981,0.709071722563594
486.9806398063981,0.7090717223681763
486.980199801998,0.7090717221682317
486.979759797598,0.7090717219637609
486.97931979319793,0.7090717217547647
486.9788797887979,0.709071721541244
486.97843978439784,0.7090717213231995
486.9779997799978,0.7090717211006321
486.97755977559774,0.7090717208735425
486.9771197711977,0.7090717206419316
486.97667976679764,0.7090717204058
486.9762397623976,0.7090717201651487
486.9757997579976,0.7090717199199785
486.97535975359756,0.7090717196702901
486.9749197491975,0.7090717194160844
486.97447974479746,0.709071719157362
486.9740397403974,0.7090717188941239
486.97359973599737,0.7090717186263709
486.9731597315973,0.7090717183541037
486.9727197271973,0.709071718077323
486.9722797227972,0.7090717177960298
486.9718397183972,0.7090717175102248
486.97139971399713,0.7090717172199088
486.9709597095971,0.7090717169250826
486.97051970519703,0.7090717166257471
486.970079700797,0.7090717163219029
486.96963969639694,0.709071716013551
486.96919969199695,0.709071715700692
486.9687596875969,0.7090717153833269
486.96831968319685,0.7090717150614564
486.9678796787968,0.7090717147350812
486.96743967439676,0.7090717144042022
486.9669996699967,0.7090717140688203
486.96655966559666,0.7090717137289361
486.9661196611966,0.7090717133845504
486.96567965679657,0.7090717130356642
486.9652396523965,0.7090717126822781
486.9647996479965,0.7090717123243929
486.9643596435964,0.7090717119620096
486.9639196391964,0.7090717115951287
486.96347963479633,0.7090717112237512
486.9630396303963,0.7090717108478779
486.96259962599623,0.7090717104675095
486.96215962159624,0.7090717100826468
486.9617196171962,0.7090717096932907
486.96127961279615,0.7090717092994419
486.9608396083961,0.7090717089011012
486.96039960399605,0.7090717084982694
486.959959599596,0.7090717080909473
486.95951959519596,0.7090717076791357
486.9590795907959,0.7090717072628354
486.95863958639586,0.7090717068420472
486.9581995819958,0.7090717064167719
486.95775957759577,0.7090717059870102
486.9573195731957,0.709071705552763
486.95687956879567,0.7090717051140311
486.9564395643956,0.7090717046708152
486.9559995599956,0.7090717042231162
486.9555595555955,0.7090717037709348
486.95511955119554,0.7090717033142718
486.9546795467955,0.709071702853128
486.95423954239544,0.7090717023875043
486.9537995379954,0.7090717019174013
486.95335953359535,0.70907170144282
486.9529195291953,0.709071700963761
